X,Y,LS
516555.5,172914.5,1
553510.5,172849.5,1
553205.5,172749.5,1
553470.5,172539.5,1
555525.5,172519.5,1
553500.5,172494.5,1
533730.5,172344.5,1
533730.5,172289.5,1
554820.5,172154.5,1
533715.5,172039.5,1
533680.5,172034.5,1
525980.5,171984.5,1
542630.5,171904.5,1
544600.5,171904.5,1
542660.5,171894.5,1
525915.5,171884.5,1
525960.5,171874.5,1
542690.5,171874.5,1
542645.5,171839.5,1
553135.5,171739.5,1
544510.5,171709.5,1
544750.5,171669.5,1
529530.5,171634.5,1
529640.5,171629.5,1
529760.5,171629.5,1
524265.5,171344.5,1
533215.5,170149.5,1
533230.5,170114.5,1
533450.5,169984.5,1
541175.5,169879.5,1
541240.5,169709.5,1
543475.5,169339.5,1
543425.5,169249.5,1
549910.5,169159.5,1
550100.5,169019.5,1
543135.5,168984.5,1
534650.5,168929.5,1
543380.5,168924.5,1
543110.5,168879.5,1
543350.5,168874.5,1
550605.5,168854.5,1
534840.5,168784.5,1
534855.5,168774.5,1
549875.5,168774.5,1
534875.5,168699.5,1
552150.5,168609.5,1
534795.5,168559.5,1
534790.5,168549.5,1
534925.5,168549.5,1
534900.5,168544.5,1
534775.5,168539.5,1
552060.5,168479.5,1
550530.5,168389.5,1
551685.5,168209.5,1
551710.5,168199.5,1
527055.5,168029.5,1
529490.5,168029.5,1
551480.5,168004.5,1
527110.5,167779.5,1
526625.5,167744.5,1
551205.5,167639.5,1
552170.5,167169.5,1
530800.5,167164.5,1
511385.5,167144.5,1
552260.5,167089.5,1
550935.5,167039.5,1
550510.5,166984.5,1
546845.5,166929.5,1
548075.5,166929.5,1
514260.5,166874.5,1
546955.5,166859.5,1
547410.5,166774.5,1
532410.5,166764.5,1
549255.5,166749.5,1
532340.5,166734.5,1
532395.5,166729.5,1
532485.5,166694.5,1
532420.5,166679.5,1
543605.5,166674.5,1
532380.5,166649.5,1
532495.5,166649.5,1
532410.5,166644.5,1
549030.5,166634.5,1
532470.5,166614.5,1
549040.5,166609.5,1
532460.5,166604.5,1
521270.5,166474.5,1
548870.5,166264.5,1
521115.5,166249.5,1
539175.5,165454.5,1
539180.5,165454.5,1
531880.5,165364.5,1
509620.5,165169.5,1
549195.5,164124.5,1
548410.5,164114.5,1
530800.5,163804.5,1
530835.5,163799.5,1
528860.5,163774.5,1
529215.5,163719.5,1
549175.5,163694.5,1
549280.5,163599.5,1
532485.5,163414.5,1
507915.5,163289.5,1
529975.5,163234.5,1
507905.5,163219.5,1
529940.5,163209.5,1
528780.5,163124.5,1
507570.5,162814.5,1
550395.5,162814.5,1
509125.5,162364.5,1
528840.5,161914.5,1
528795.5,161909.5,1
541210.5,161844.5,1
506525.5,161839.5,1
529615.5,161819.5,1
541125.5,161799.5,1
541145.5,161774.5,1
506475.5,161769.5,1
541150.5,161759.5,1
541195.5,161744.5,1
518785.5,161654.5,1
518275.5,161649.5,1
518560.5,161644.5,1
518740.5,161554.5,1
529645.5,161329.5,1
530975.5,161314.5,1
530010.5,161284.5,1
529450.5,161259.5,1
529775.5,161254.5,1
529875.5,161244.5,1
529885.5,161239.5,1
529815.5,161234.5,1
507825.5,161134.5,1
507530.5,161059.5,1
530835.5,161009.5,1
529060.5,160954.5,1
538565.5,160894.5,1
529380.5,160889.5,1
530915.5,160759.5,1
529955.5,160709.5,1
530160.5,160699.5,1
530765.5,160624.5,1
530995.5,160404.5,1
546920.5,160274.5,1
540830.5,160254.5,1
540640.5,160219.5,1
546765.5,160204.5,1
529885.5,160194.5,1
540615.5,160089.5,1
530800.5,159329.5,1
539330.5,159229.5,1
539355.5,159219.5,1
539335.5,159204.5,1
539355.5,159199.5,1
539250.5,159084.5,1
539255.5,159024.5,1
530855.5,159019.5,1
505925.5,159014.5,1
539220.5,158974.5,1
539235.5,158974.5,1
539240.5,158964.5,1
546860.5,158494.5,1
547265.5,158444.5,1
546850.5,158389.5,1
553945.5,158329.5,1
553145.5,158274.5,1
524430.5,158264.5,1
524420.5,157989.5,1
553295.5,157959.5,1
529475.5,157774.5,1
529455.5,157769.5,1
555595.5,157604.5,1
538370.5,157444.5,1
549720.5,157199.5,1
538360.5,157189.5,1
538370.5,157174.5,1
538370.5,157094.5,1
538360.5,157084.5,1
525945.5,156974.5,1
554225.5,156909.5,1
549465.5,156819.5,1
533560.5,156794.5,1
549655.5,156739.5,1
538460.5,156589.5,1
533055.5,156549.5,1
533070.5,156484.5,1
538520.5,156464.5,1
538525.5,156454.5,1
538505.5,156444.5,1
534420.5,156429.5,1
534400.5,156424.5,1
538510.5,156414.5,1
538550.5,156404.5,1
538540.5,156399.5,1
538545.5,156384.5,1
538495.5,156314.5,1
533215.5,156309.5,1
534430.5,156309.5,1
538575.5,156274.5,1
538590.5,156254.5,1
538550.5,156239.5,1
538580.5,156214.5,1
538620.5,156209.5,1
538670.5,156209.5,1
538690.5,156209.5,1
533190.5,156179.5,1
534390.5,156164.5,1
538615.5,156164.5,1
538695.5,156149.5,1
546955.5,156144.5,1
547190.5,156144.5,1
533245.5,156139.5,1
538630.5,156139.5,1
533270.5,156134.5,1
533185.5,156129.5,1
533295.5,156124.5,1
538790.5,156034.5,1
538800.5,156034.5,1
538800.5,155979.5,1
540160.5,155954.5,1
538835.5,155939.5,1
540205.5,155934.5,1
538810.5,155924.5,1
538855.5,155894.5,1
540200.5,155889.5,1
534545.5,155879.5,1
534530.5,155859.5,1
540940.5,155859.5,1
540915.5,155854.5,1
540910.5,155849.5,1
540195.5,155834.5,1
538995.5,155814.5,1
538795.5,155799.5,1
534305.5,155794.5,1
539025.5,155789.5,1
540180.5,155779.5,1
538910.5,155774.5,1
534295.5,155754.5,1
538955.5,155749.5,1
534295.5,155719.5,1
540855.5,155714.5,1
536275.5,155704.5,1
536290.5,155694.5,1
534300.5,155689.5,1
541155.5,155689.5,1
541170.5,155679.5,1
540895.5,155669.5,1
540915.5,155654.5,1
540890.5,155649.5,1
541215.5,155639.5,1
536255.5,155634.5,1
536270.5,155634.5,1
536290.5,155624.5,1
541195.5,155624.5,1
541170.5,155609.5,1
539115.5,155604.5,1
539095.5,155589.5,1
539115.5,155579.5,1
540305.5,155574.5,1
534195.5,155494.5,1
540535.5,155494.5,1
540495.5,155469.5,1
534300.5,155464.5,1
540475.5,155434.5,1
540375.5,155424.5,1
540645.5,155419.5,1
539160.5,155414.5,1
540340.5,155414.5,1
540425.5,155414.5,1
540480.5,155344.5,1
534200.5,155274.5,1
534295.5,155159.5,1
540540.5,155114.5,1
538865.5,155009.5,1
538880.5,154984.5,1
534190.5,154974.5,1
538885.5,154974.5,1
538845.5,154874.5,1
531435.5,154639.5,1
531445.5,154629.5,1
540665.5,154624.5,1
538980.5,154574.5,1
538825.5,154564.5,1
541090.5,154499.5,1
536560.5,154494.5,1
541080.5,154494.5,1
536560.5,154459.5,1
536540.5,154449.5,1
533105.5,154444.5,1
533110.5,154444.5,1
538810.5,154434.5,1
539095.5,154434.5,1
538900.5,154424.5,1
533025.5,154409.5,1
533110.5,154399.5,1
536615.5,154389.5,1
533125.5,154379.5,1
536635.5,154374.5,1
538970.5,154334.5,1
532670.5,154259.5,1
532680.5,154254.5,1
540060.5,154229.5,1
539000.5,154214.5,1
532650.5,154209.5,1
532695.5,154194.5,1
536970.5,154194.5,1
540050.5,154194.5,1
539150.5,154189.5,1
536680.5,154184.5,1
536705.5,154164.5,1
536745.5,154164.5,1
536675.5,154149.5,1
536665.5,154139.5,1
540025.5,154139.5,1
537000.5,154119.5,1
537005.5,154119.5,1
536960.5,154114.5,1
537005.5,154089.5,1
522940.5,154084.5,1
539795.5,154074.5,1
539030.5,154054.5,1
536790.5,154049.5,1
539060.5,154029.5,1
539060.5,154024.5,1
539050.5,153979.5,1
536805.5,153964.5,1
536825.5,153959.5,1
543040.5,153914.5,1
536820.5,153869.5,1
536875.5,153869.5,1
542950.5,153869.5,1
542915.5,153864.5,1
526235.5,153844.5,1
522890.5,153804.5,1
539190.5,153734.5,1
539020.5,153729.5,1
539165.5,153724.5,1
522790.5,153694.5,1
538975.5,153694.5,1
539015.5,153694.5,1
517145.5,153674.5,1
538855.5,153674.5,1
538910.5,153674.5,1
538915.5,153674.5,1
538815.5,153664.5,1
539180.5,153614.5,1
538730.5,153609.5,1
539120.5,153609.5,1
538725.5,153604.5,1
539130.5,153604.5,1
538760.5,153599.5,1
538760.5,153594.5,1
538940.5,153589.5,1
539295.5,153569.5,1
538805.5,153549.5,1
539135.5,153549.5,1
539025.5,153544.5,1
538830.5,153524.5,1
538925.5,153519.5,1
538030.5,153509.5,1
539070.5,153509.5,1
538940.5,153504.5,1
538820.5,153499.5,1
538680.5,153484.5,1
538945.5,153479.5,1
534445.5,153474.5,1
538220.5,153469.5,1
538700.5,153469.5,1
534485.5,153464.5,1
534475.5,153449.5,1
538240.5,153434.5,1
534450.5,153429.5,1
538260.5,153424.5,1
538750.5,153424.5,1
534495.5,153414.5,1
534530.5,153394.5,1
538555.5,153359.5,1
539560.5,153334.5,1
538255.5,153314.5,1
534820.5,153284.5,1
534820.5,153279.5,1
538200.5,153279.5,1
534840.5,153274.5,1
534805.5,153244.5,1
542030.5,153244.5,1
534855.5,153239.5,1
538135.5,153234.5,1
538780.5,153224.5,1
538245.5,153209.5,1
538790.5,153199.5,1
538560.5,153184.5,1
534915.5,153164.5,1
538725.5,153159.5,1
538480.5,153124.5,1
521780.5,153069.5,1
542150.5,153064.5,1
542170.5,153059.5,1
542310.5,153039.5,1
535260.5,153024.5,1
535220.5,153014.5,1
538205.5,153009.5,1
538410.5,153009.5,1
542110.5,153004.5,1
542240.5,153004.5,1
538675.5,152999.5,1
542440.5,152999.5,1
542160.5,152994.5,1
538695.5,152989.5,1
542475.5,152984.5,1
540865.5,152974.5,1
542470.5,152964.5,1
542255.5,152954.5,1
535410.5,152949.5,1
538660.5,152949.5,1
535245.5,152944.5,1
535440.5,152939.5,1
541730.5,152934.5,1
542360.5,152934.5,1
526775.5,152929.5,1
539530.5,152929.5,1
538645.5,152919.5,1
542080.5,152919.5,1
538360.5,152909.5,1
535420.5,152889.5,1
542390.5,152889.5,1
535460.5,152879.5,1
538365.5,152874.5,1
542515.5,152869.5,1
541570.5,152864.5,1
542490.5,152859.5,1
542535.5,152859.5,1
538325.5,152844.5,1
538440.5,152844.5,1
535485.5,152814.5,1
538445.5,152809.5,1
541415.5,152794.5,1
526670.5,152784.5,1
538290.5,152739.5,1
520480.5,152714.5,1
520475.5,152689.5,1
526655.5,152684.5,1
520400.5,152679.5,1
520795.5,152664.5,1
541420.5,152659.5,1
538570.5,152639.5,1
542105.5,152634.5,1
542625.5,152624.5,1
538610.5,152609.5,1
542155.5,152609.5,1
542175.5,152584.5,1
542130.5,152564.5,1
542010.5,152539.5,1
526640.5,152514.5,1
509325.5,152469.5,1
541325.5,152434.5,1
541350.5,152424.5,1
541355.5,152424.5,1
541290.5,152419.5,1
550400.5,152414.5,1
510570.5,152379.5,1
550480.5,152379.5,1
536700.5,152344.5,1
536740.5,152309.5,1
536840.5,152309.5,1
541810.5,152304.5,1
541220.5,152299.5,1
541225.5,152299.5,1
541835.5,152299.5,1
541255.5,152294.5,1
541035.5,152289.5,1
541275.5,152289.5,1
542970.5,152279.5,1
536880.5,152264.5,1
541860.5,152264.5,1
542915.5,152259.5,1
536820.5,152239.5,1
542900.5,152239.5,1
541255.5,152234.5,1
541715.5,152234.5,1
543010.5,152234.5,1
542880.5,152229.5,1
542915.5,152229.5,1
536820.5,152219.5,1
541450.5,152214.5,1
543575.5,152209.5,1
541470.5,152204.5,1
541470.5,152199.5,1
541220.5,152189.5,1
541320.5,152189.5,1
542915.5,152189.5,1
541200.5,152174.5,1
542950.5,152174.5,1
541205.5,152169.5,1
539670.5,152149.5,1
542940.5,152139.5,1
543680.5,152129.5,1
541610.5,152119.5,1
541320.5,152114.5,1
541070.5,152104.5,1
541650.5,152104.5,1
510140.5,152099.5,1
541330.5,152099.5,1
539485.5,152084.5,1
543640.5,152084.5,1
541655.5,152074.5,1
541330.5,152014.5,1
541435.5,152014.5,1
541320.5,152009.5,1
541365.5,152009.5,1
510400.5,151989.5,1
541040.5,151989.5,1
543400.5,151989.5,1
541380.5,151984.5,1
542770.5,151969.5,1
542780.5,151959.5,1
542795.5,151954.5,1
542815.5,151944.5,1
541225.5,151929.5,1
539260.5,151899.5,1
542730.5,151894.5,1
539065.5,151859.5,1
539430.5,151859.5,1
539155.5,151849.5,1
539015.5,151839.5,1
541145.5,151839.5,1
541295.5,151824.5,1
539025.5,151789.5,1
541165.5,151779.5,1
541375.5,151769.5,1
510780.5,151749.5,1
541140.5,151679.5,1
542665.5,151674.5,1
541105.5,151669.5,1
542680.5,151639.5,1
542690.5,151639.5,1
542190.5,151634.5,1
542170.5,151629.5,1
542190.5,151629.5,1
542720.5,151629.5,1
542675.5,151619.5,1
541195.5,151599.5,1
542100.5,151589.5,1
542235.5,151589.5,1
542045.5,151534.5,1
541275.5,151524.5,1
541510.5,151524.5,1
512785.5,151499.5,1
541335.5,151469.5,1
512675.5,151459.5,1
541105.5,151459.5,1
541285.5,151449.5,1
541225.5,151434.5,1
541645.5,151409.5,1
541180.5,151404.5,1
541550.5,151379.5,1
541170.5,151349.5,1
538615.5,151329.5,1
538715.5,151279.5,1
542305.5,151239.5,1
541215.5,151019.5,1
541305.5,150959.5,1
541410.5,150919.5,1
542580.5,150894.5,1
542525.5,150889.5,1
542605.5,150869.5,1
544740.5,150844.5,1
542590.5,150834.5,1
544740.5,150774.5,1
544790.5,150769.5,1
544800.5,150759.5,1
544645.5,150749.5,1
544485.5,150734.5,1
544730.5,150689.5,1
544600.5,150674.5,1
544695.5,150664.5,1
544705.5,150664.5,1
557420.5,150659.5,1
544725.5,150649.5,1
544820.5,150639.5,1
545455.5,150634.5,1
545410.5,150629.5,1
544920.5,150594.5,1
544635.5,150589.5,1
545390.5,150589.5,1
544900.5,150584.5,1
545380.5,150584.5,1
544560.5,150579.5,1
545360.5,150569.5,1
519700.5,150564.5,1
544815.5,150559.5,1
544690.5,150549.5,1
544890.5,150534.5,1
517140.5,150519.5,1
544870.5,150519.5,1
544810.5,150514.5,1
549270.5,150514.5,1
544625.5,150494.5,1
517340.5,150479.5,1
544675.5,150479.5,1
544950.5,150474.5,1
577370.5,150419.5,1
517290.5,150414.5,1
544535.5,150389.5,1
549625.5,150254.5,1
544375.5,150244.5,1
544375.5,150204.5,1
544395.5,150194.5,1
578130.5,150174.5,1
549795.5,150144.5,1
544155.5,150094.5,1
544305.5,150094.5,1
516905.5,150079.5,1
519260.5,150039.5,1
519270.5,150029.5,1
544375.5,150014.5,1
544385.5,150014.5,1
577880.5,150009.5,1
544340.5,150004.5,1
549265.5,149999.5,1
544345.5,149984.5,1
577710.5,149979.5,1
549390.5,149974.5,1
577900.5,149964.5,1
548230.5,149944.5,1
518915.5,149939.5,1
518920.5,149939.5,1
544580.5,149914.5,1
526485.5,149909.5,1
544590.5,149909.5,1
544570.5,149904.5,1
518745.5,149894.5,1
544560.5,149884.5,1
548280.5,149879.5,1
518815.5,149874.5,1
519850.5,149844.5,1
584570.5,149819.5,1
544625.5,149799.5,1
577430.5,149789.5,1
523585.5,149764.5,1
544395.5,149744.5,1
544260.5,149624.5,1
584055.5,149604.5,1
520265.5,149594.5,1
584510.5,149584.5,1
520285.5,149574.5,1
584245.5,149549.5,1
548215.5,149544.5,1
584380.5,149544.5,1
546225.5,149524.5,1
546265.5,149519.5,1
546270.5,149509.5,1
584060.5,149509.5,1
546260.5,149499.5,1
548650.5,149489.5,1
548465.5,149474.5,1
582800.5,149474.5,1
548090.5,149469.5,1
546235.5,149464.5,1
549015.5,149434.5,1
520755.5,149424.5,1
583990.5,149409.5,1
583820.5,149359.5,1
546970.5,149324.5,1
583770.5,149314.5,1
546975.5,149304.5,1
546955.5,149299.5,1
546935.5,149274.5,1
583780.5,149244.5,1
582435.5,149239.5,1
581415.5,149224.5,1
548090.5,149169.5,1
583030.5,149159.5,1
582360.5,149149.5,1
582405.5,149134.5,1
582285.5,149129.5,1
582830.5,149129.5,1
547515.5,149119.5,1
520700.5,149114.5,1
582740.5,149114.5,1
582560.5,149104.5,1
547350.5,149099.5,1
547495.5,149099.5,1
581915.5,149094.5,1
582265.5,149094.5,1
547470.5,149089.5,1
546680.5,149079.5,1
581700.5,149074.5,1
581580.5,149064.5,1
582325.5,149064.5,1
581665.5,149059.5,1
581685.5,149054.5,1
547470.5,149049.5,1
517425.5,149039.5,1
582455.5,149039.5,1
517485.5,149034.5,1
517430.5,149029.5,1
583555.5,148999.5,1
583415.5,148979.5,1
556605.5,148969.5,1
581755.5,148914.5,1
547730.5,148904.5,1
553580.5,148899.5,1
547690.5,148844.5,1
547725.5,148814.5,1
547750.5,148809.5,1
547745.5,148799.5,1
581115.5,148794.5,1
548955.5,148784.5,1
554070.5,148774.5,1
553670.5,148759.5,1
516885.5,148754.5,1
581045.5,148734.5,1
521040.5,148694.5,1
548980.5,148664.5,1
556620.5,148659.5,1
554920.5,148649.5,1
553875.5,148644.5,1
556095.5,148574.5,1
559895.5,148569.5,1
553665.5,148559.5,1
559505.5,148559.5,1
553825.5,148534.5,1
548740.5,148524.5,1
554385.5,148519.5,1
559740.5,148519.5,1
560495.5,148489.5,1
517950.5,148479.5,1
553370.5,148474.5,1
553555.5,148464.5,1
554655.5,148464.5,1
547950.5,148444.5,1
559850.5,148439.5,1
516720.5,148429.5,1
557690.5,148429.5,1
560830.5,148429.5,1
554065.5,148424.5,1
555245.5,148414.5,1
554535.5,148399.5,1
555020.5,148399.5,1
547965.5,148389.5,1
553165.5,148384.5,1
560210.5,148384.5,1
553985.5,148359.5,1
559665.5,148359.5,1
553520.5,148334.5,1
516070.5,148314.5,1
548120.5,148304.5,1
548125.5,148304.5,1
513860.5,148284.5,1
515510.5,148284.5,1
548945.5,148284.5,1
547995.5,148274.5,1
513770.5,148264.5,1
553940.5,148264.5,1
554000.5,148249.5,1
552920.5,148219.5,1
548155.5,148214.5,1
554530.5,148209.5,1
513750.5,148199.5,1
514945.5,148199.5,1
514950.5,148199.5,1
548885.5,148199.5,1
559995.5,148199.5,1
553025.5,148179.5,1
513465.5,148174.5,1
552745.5,148169.5,1
560080.5,148169.5,1
513740.5,148164.5,1
549650.5,148129.5,1
548250.5,148109.5,1
551145.5,148109.5,1
548250.5,148099.5,1
580150.5,148099.5,1
548625.5,148094.5,1
559910.5,148089.5,1
559415.5,148069.5,1
551125.5,148064.5,1
550115.5,148049.5,1
