X,Y,LS
550790.5,148049.5,1
557310.5,148024.5,1
513530.5,148014.5,1
548570.5,148004.5,1
549670.5,147999.5,1
548420.5,147994.5,1
515040.5,147989.5,1
513645.5,147984.5,1
559485.5,147984.5,1
559905.5,147984.5,1
577400.5,147984.5,1
559335.5,147979.5,1
581905.5,147979.5,1
551135.5,147974.5,1
552925.5,147969.5,1
549735.5,147964.5,1
548370.5,147959.5,1
577190.5,147959.5,1
555080.5,147954.5,1
577430.5,147944.5,1
577445.5,147939.5,1
548350.5,147934.5,1
552925.5,147934.5,1
548680.5,147929.5,1
570805.5,147924.5,1
514675.5,147914.5,1
548635.5,147914.5,1
559355.5,147914.5,1
549570.5,147904.5,1
524255.5,147894.5,1
557785.5,147879.5,1
515750.5,147874.5,1
524280.5,147864.5,1
577385.5,147864.5,1
582215.5,147859.5,1
577405.5,147854.5,1
548620.5,147844.5,1
557935.5,147844.5,1
559765.5,147839.5,1
570370.5,147839.5,1
577655.5,147829.5,1
548955.5,147824.5,1
557525.5,147819.5,1
560120.5,147819.5,1
524100.5,147809.5,1
551035.5,147799.5,1
551995.5,147794.5,1
570370.5,147789.5,1
557890.5,147784.5,1
548990.5,147769.5,1
557410.5,147769.5,1
557735.5,147769.5,1
577210.5,147759.5,1
508570.5,147754.5,1
514935.5,147744.5,1
557440.5,147744.5,1
577295.5,147734.5,1
554345.5,147724.5,1
552255.5,147719.5,1
554280.5,147719.5,1
550355.5,147704.5,1
570260.5,147694.5,1
552330.5,147689.5,1
557930.5,147679.5,1
553640.5,147659.5,1
577695.5,147659.5,1
559705.5,147649.5,1
549375.5,147644.5,1
550035.5,147644.5,1
557180.5,147644.5,1
551330.5,147629.5,1
577330.5,147624.5,1
557175.5,147614.5,1
515600.5,147609.5,1
554655.5,147604.5,1
577710.5,147599.5,1
514410.5,147594.5,1
549195.5,147594.5,1
570410.5,147584.5,1
576170.5,147584.5,1
576260.5,147564.5,1
551560.5,147559.5,1
514100.5,147554.5,1
550290.5,147549.5,1
551490.5,147544.5,1
555495.5,147519.5,1
560685.5,147494.5,1
551545.5,147479.5,1
570320.5,147474.5,1
520940.5,147444.5,1
553425.5,147439.5,1
513115.5,147434.5,1
549220.5,147424.5,1
550970.5,147424.5,1
559635.5,147399.5,1
549910.5,147384.5,1
559110.5,147384.5,1
513820.5,147379.5,1
552805.5,147374.5,1
559720.5,147374.5,1
572735.5,147369.5,1
549065.5,147364.5,1
558675.5,147339.5,1
577910.5,147339.5,1
555210.5,147329.5,1
551335.5,147324.5,1
558425.5,147324.5,1
569925.5,147319.5,1
506360.5,147299.5,1
552710.5,147269.5,1
551555.5,147264.5,1
552505.5,147264.5,1
557375.5,147264.5,1
577935.5,147259.5,1
514320.5,147254.5,1
553020.5,147244.5,1
553510.5,147244.5,1
559090.5,147244.5,1
552220.5,147239.5,1
569985.5,147239.5,1
506735.5,147229.5,1
578265.5,147229.5,1
550720.5,147224.5,1
558730.5,147224.5,1
572875.5,147224.5,1
506720.5,147219.5,1
559450.5,147219.5,1
551105.5,147204.5,1
552100.5,147204.5,1
552450.5,147204.5,1
559810.5,147194.5,1
513735.5,147189.5,1
512990.5,147174.5,1
569850.5,147164.5,1
578280.5,147164.5,1
559400.5,147149.5,1
553390.5,147144.5,1
552840.5,147139.5,1
514220.5,147134.5,1
578510.5,147134.5,1
575720.5,147124.5,1
558690.5,147119.5,1
575690.5,147109.5,1
575980.5,147104.5,1
559295.5,147099.5,1
553515.5,147094.5,1
558640.5,147094.5,1
558520.5,147084.5,1
506965.5,147069.5,1
506980.5,147069.5,1
560205.5,147069.5,1
578370.5,147069.5,1
507040.5,147039.5,1
553595.5,147039.5,1
559950.5,147039.5,1
558120.5,147034.5,1
558435.5,147034.5,1
557990.5,147019.5,1
562595.5,147019.5,1
557890.5,147009.5,1
575240.5,146999.5,1
575265.5,146989.5,1
553940.5,146969.5,1
575390.5,146959.5,1
560150.5,146944.5,1
558280.5,146939.5,1
507095.5,146924.5,1
578465.5,146924.5,1
558610.5,146914.5,1
507120.5,146894.5,1
562845.5,146889.5,1
576255.5,146889.5,1
559545.5,146874.5,1
559435.5,146864.5,1
518465.5,146859.5,1
575650.5,146859.5,1
559060.5,146854.5,1
560110.5,146854.5,1
507225.5,146834.5,1
559375.5,146834.5,1
560050.5,146819.5,1
507245.5,146799.5,1
552365.5,146794.5,1
558550.5,146794.5,1
559495.5,146789.5,1
559650.5,146789.5,1
555310.5,146779.5,1
512860.5,146774.5,1
558380.5,146774.5,1
512895.5,146764.5,1
558350.5,146764.5,1
554945.5,146739.5,1
512900.5,146724.5,1
572740.5,146679.5,1
552995.5,146649.5,1
557585.5,146639.5,1
559390.5,146639.5,1
557075.5,146619.5,1
561830.5,146619.5,1
572935.5,146619.5,1
557910.5,146599.5,1
558570.5,146589.5,1
574825.5,146569.5,1
559525.5,146564.5,1
560210.5,146554.5,1
558415.5,146549.5,1
556470.5,146539.5,1
556435.5,146499.5,1
556615.5,146494.5,1
556910.5,146469.5,1
556635.5,146464.5,1
562295.5,146464.5,1
556500.5,146454.5,1
562405.5,146454.5,1
574965.5,146454.5,1
558425.5,146374.5,1
556615.5,146364.5,1
574975.5,146344.5,1
574885.5,146339.5,1
556980.5,146324.5,1
555310.5,146314.5,1
511880.5,146304.5,1
554865.5,146294.5,1
511905.5,146274.5,1
558455.5,146274.5,1
559080.5,146274.5,1
574890.5,146274.5,1
559475.5,146259.5,1
560420.5,146249.5,1
511905.5,146244.5,1
556890.5,146234.5,1
506295.5,146194.5,1
506310.5,146184.5,1
561365.5,146169.5,1
506450.5,146159.5,1
558930.5,146159.5,1
573040.5,146154.5,1
557525.5,146134.5,1
506315.5,146099.5,1
558610.5,146099.5,1
561425.5,146094.5,1
559745.5,146079.5,1
559700.5,146039.5,1
557835.5,146034.5,1
504795.5,145994.5,1
556445.5,145994.5,1
556845.5,145994.5,1
556885.5,145989.5,1
559670.5,145989.5,1
561155.5,145989.5,1
558920.5,145959.5,1
559875.5,145949.5,1
558915.5,145944.5,1
557870.5,145924.5,1
504685.5,145919.5,1
560185.5,145919.5,1
504685.5,145914.5,1
558625.5,145889.5,1
555020.5,145874.5,1
559170.5,145874.5,1
561560.5,145869.5,1
505900.5,145864.5,1
555745.5,145839.5,1
504770.5,145834.5,1
557960.5,145819.5,1
504695.5,145794.5,1
555080.5,145789.5,1
505905.5,145729.5,1
556150.5,145669.5,1
557775.5,145659.5,1
558060.5,145639.5,1
505860.5,145554.5,1
505810.5,145549.5,1
505895.5,145529.5,1
505890.5,145519.5,1
561910.5,145519.5,1
558705.5,145504.5,1
558955.5,145504.5,1
505885.5,145469.5,1
559975.5,145469.5,1
561975.5,145459.5,1
511125.5,145454.5,1
558660.5,145424.5,1
560770.5,145414.5,1
561675.5,145414.5,1
559175.5,145374.5,1
560390.5,145359.5,1
559950.5,145349.5,1
557980.5,145344.5,1
556440.5,145334.5,1
561625.5,145324.5,1
562120.5,145319.5,1
560655.5,145309.5,1
501600.5,145289.5,1
501390.5,145279.5,1
558090.5,145274.5,1
563475.5,145269.5,1
501575.5,145259.5,1
560490.5,145244.5,1
560605.5,145229.5,1
562420.5,145209.5,1
561605.5,145204.5,1
562895.5,145179.5,1
562235.5,145174.5,1
559940.5,145159.5,1
558205.5,145154.5,1
561715.5,145134.5,1
505845.5,145129.5,1
563610.5,145114.5,1
505810.5,145109.5,1
556525.5,145104.5,1
560340.5,145099.5,1
563210.5,145034.5,1
558715.5,145019.5,1
562120.5,145014.5,1
558320.5,144994.5,1
559395.5,144989.5,1
561335.5,144984.5,1
558885.5,144974.5,1
561855.5,144959.5,1
559230.5,144939.5,1
559300.5,144929.5,1
557975.5,144884.5,1
559820.5,144879.5,1
560830.5,144879.5,1
561440.5,144879.5,1
560180.5,144869.5,1
558610.5,144864.5,1
558340.5,144799.5,1
507575.5,144789.5,1
562370.5,144784.5,1
557925.5,144754.5,1
559880.5,144749.5,1
558065.5,144744.5,1
560060.5,144734.5,1
560645.5,144709.5,1
558745.5,144674.5,1
561455.5,144669.5,1
513625.5,144664.5,1
513635.5,144659.5,1
560785.5,144629.5,1
558210.5,144619.5,1
558015.5,144614.5,1
557925.5,144594.5,1
560785.5,144594.5,1
557665.5,144579.5,1
560800.5,144559.5,1
558845.5,144544.5,1
508660.5,144539.5,1
557505.5,144534.5,1
557750.5,144499.5,1
558235.5,144494.5,1
560115.5,144454.5,1
558030.5,144434.5,1
558515.5,144424.5,1
557700.5,144419.5,1
559490.5,144399.5,1
559690.5,144389.5,1
560045.5,144374.5,1
557815.5,144369.5,1
558520.5,144354.5,1
557355.5,144339.5,1
558270.5,144339.5,1
560415.5,144339.5,1
507985.5,144334.5,1
560560.5,144334.5,1
559635.5,144319.5,1
560810.5,144279.5,1
560635.5,144274.5,1
557895.5,144264.5,1
560440.5,144249.5,1
559985.5,144219.5,1
560705.5,144219.5,1
560870.5,144204.5,1
562455.5,144189.5,1
557695.5,144184.5,1
560800.5,144154.5,1
558925.5,144134.5,1
557195.5,144129.5,1
558685.5,144104.5,1
558195.5,144069.5,1
558740.5,144069.5,1
558770.5,144059.5,1
559265.5,144029.5,1
557640.5,143974.5,1
558965.5,143944.5,1
559955.5,143944.5,1
560805.5,143914.5,1
557885.5,143904.5,1
560190.5,143899.5,1
508215.5,143889.5,1
508220.5,143889.5,1
557725.5,143864.5,1
560895.5,143854.5,1
557100.5,143844.5,1
557135.5,143824.5,1
557625.5,143824.5,1
506525.5,143819.5,1
557610.5,143784.5,1
560435.5,143784.5,1
560655.5,143749.5,1
559385.5,143729.5,1
560565.5,143699.5,1
559390.5,143684.5,1
560665.5,143669.5,1
559355.5,143659.5,1
564380.5,143649.5,1
559565.5,143639.5,1
558915.5,143624.5,1
558440.5,143619.5,1
560510.5,143619.5,1
560625.5,143619.5,1
557345.5,143579.5,1
558635.5,143549.5,1
558915.5,143539.5,1
506255.5,143509.5,1
559120.5,143509.5,1
561535.5,143509.5,1
559030.5,143489.5,1
560335.5,143409.5,1
558905.5,143404.5,1
559340.5,143399.5,1
558945.5,143369.5,1
561570.5,143339.5,1
559615.5,143289.5,1
559525.5,143269.5,1
563975.5,143269.5,1
562210.5,143244.5,1
559415.5,143219.5,1
559545.5,143209.5,1
559905.5,143194.5,1
506390.5,143174.5,1
506400.5,143174.5,1
559630.5,143174.5,1
560515.5,143169.5,1
559780.5,143154.5,1
508415.5,143139.5,1
560170.5,143069.5,1
563295.5,143024.5,1
560195.5,143014.5,1
562205.5,142974.5,1
504485.5,142884.5,1
504510.5,142854.5,1
504580.5,142854.5,1
563295.5,142849.5,1
560650.5,142829.5,1
563025.5,142829.5,1
559845.5,142799.5,1
560575.5,142789.5,1
576080.5,142764.5,1
562570.5,142744.5,1
559580.5,142724.5,1
560795.5,142704.5,1
504815.5,142679.5,1
562315.5,142679.5,1
559565.5,142549.5,1
561235.5,142509.5,1
563110.5,142469.5,1
561255.5,142454.5,1
576555.5,142454.5,1
561270.5,142444.5,1
561370.5,142414.5,1
561165.5,142399.5,1
560870.5,142379.5,1
561275.5,142344.5,1
561455.5,142289.5,1
561280.5,142264.5,1
560775.5,142249.5,1
560380.5,142239.5,1
560975.5,142239.5,1
561205.5,142164.5,1
561250.5,142144.5,1
577400.5,142124.5,1
560360.5,142114.5,1
561365.5,142109.5,1
560515.5,142104.5,1
561355.5,142099.5,1
560670.5,142029.5,1
577195.5,142024.5,1
577365.5,142024.5,1
560655.5,142014.5,1
571340.5,142004.5,1
577545.5,141999.5,1
577560.5,141999.5,1
561470.5,141789.5,1
561040.5,141784.5,1
560760.5,141774.5,1
561350.5,141744.5,1
577110.5,141724.5,1
560790.5,141714.5,1
577910.5,141699.5,1
560945.5,141674.5,1
560910.5,141649.5,1
574735.5,141634.5,1
577215.5,141609.5,1
562545.5,141599.5,1
577215.5,141589.5,1
579445.5,141584.5,1
579460.5,141584.5,1
579590.5,141574.5,1
579595.5,141569.5,1
561600.5,141559.5,1
579390.5,141559.5,1
579390.5,141554.5,1
561485.5,141514.5,1
561475.5,141509.5,1
561265.5,141474.5,1
560960.5,141439.5,1
577225.5,141434.5,1
561065.5,141419.5,1
561010.5,141404.5,1
560995.5,141384.5,1
579515.5,141384.5,1
561240.5,141339.5,1
570270.5,141229.5,1
570255.5,141224.5,1
561640.5,141214.5,1
570165.5,141214.5,1
570135.5,141204.5,1
561190.5,141139.5,1
561710.5,141109.5,1
562245.5,141094.5,1
575165.5,141064.5,1
574860.5,141029.5,1
562125.5,141004.5,1
562510.5,140914.5,1
562595.5,140909.5,1
562380.5,140904.5,1
562425.5,140904.5,1
562460.5,140869.5,1
561270.5,140854.5,1
562505.5,140849.5,1
562480.5,140834.5,1
562125.5,140824.5,1
562255.5,140814.5,1
561175.5,140764.5,1
561435.5,140764.5,1
562555.5,140759.5,1
561455.5,140734.5,1
561850.5,140734.5,1
562460.5,140734.5,1
562195.5,140729.5,1
562585.5,140729.5,1
562070.5,140719.5,1
562175.5,140719.5,1
562450.5,140714.5,1
562465.5,140699.5,1
562565.5,140694.5,1
561975.5,140684.5,1
562140.5,140684.5,1
561955.5,140669.5,1
562415.5,140669.5,1
561955.5,140654.5,1
562305.5,140654.5,1
562415.5,140654.5,1
562380.5,140644.5,1
562430.5,140624.5,1
575160.5,140624.5,1
560815.5,140599.5,1
561230.5,140594.5,1
561935.5,140574.5,1
562465.5,140569.5,1
574905.5,140564.5,1
561035.5,140554.5,1
562315.5,140544.5,1
561825.5,140539.5,1
561570.5,140534.5,1
561225.5,140514.5,1
561375.5,140514.5,1
561450.5,140514.5,1
562155.5,140469.5,1
562005.5,140459.5,1
562230.5,140459.5,1
561895.5,140444.5,1
562040.5,140399.5,1
561415.5,140354.5,1
561815.5,140344.5,1
562105.5,140324.5,1
561750.5,140299.5,1
561420.5,140284.5,1
561555.5,140249.5,1
561575.5,140199.5,1
561665.5,140129.5,1
561780.5,140109.5,1
561335.5,139914.5,1
561605.5,139889.5,1
561410.5,139719.5,1
561265.5,139649.5,1
561505.5,139419.5,1
561925.5,139399.5,1
562400.5,139369.5,1
561470.5,139354.5,1
561405.5,139319.5,1
562495.5,139264.5,1
561340.5,139259.5,1
561955.5,138854.5,1
561500.5,138794.5,1
561700.5,138709.5,1
561680.5,138644.5,1
562045.5,138629.5,1
561305.5,138599.5,1
574335.5,138459.5,1
573615.5,138204.5,1
573625.5,138174.5,1
573655.5,138174.5,1
574590.5,138144.5,1
573955.5,138084.5,1
573550.5,137859.5,1
573515.5,137749.5,1
573335.5,137669.5,1
574240.5,137514.5,1
573355.5,137464.5,1
507570.5,137294.5,1
507585.5,137279.5,1
507615.5,137274.5,1
507425.5,137244.5,1
507470.5,137209.5,1
507490.5,137199.5,1
572650.5,137004.5,1
507015.5,136809.5,1
572805.5,136684.5,1
572345.5,136504.5,1
572510.5,136374.5,1
571935.5,136074.5,1
571910.5,136064.5,1
572105.5,135974.5,1
572095.5,135954.5,1
572125.5,135934.5,1
571900.5,135874.5,1
572165.5,135824.5,1
572225.5,135649.5,1
573680.5,135484.5,1
577215.5,135374.5,1
564400.5,135324.5,1
573125.5,135294.5,1
578435.5,135254.5,1
564100.5,135234.5,1
573230.5,135234.5,1
577240.5,135234.5,1
573385.5,135214.5,1
577140.5,135199.5,1
577230.5,135184.5,1
564265.5,135169.5,1
573790.5,135164.5,1
573410.5,135154.5,1
564135.5,135139.5,1
573690.5,135094.5,1
573055.5,135059.5,1
576490.5,135034.5,1
564000.5,135014.5,1
563755.5,135004.5,1
576975.5,134969.5,1
576980.5,134934.5,1
573630.5,134879.5,1
572985.5,134789.5,1
562840.5,134774.5,1
568480.5,134769.5,1
572830.5,134759.5,1
562960.5,134754.5,1
563205.5,134744.5,1
570260.5,134739.5,1
570265.5,134734.5,1
577355.5,134729.5,1
578620.5,134729.5,1
570265.5,134724.5,1
564635.5,134714.5,1
568560.5,134704.5,1
578485.5,134644.5,1
570685.5,134624.5,1
568990.5,134609.5,1
570710.5,134604.5,1
569555.5,134584.5,1
505055.5,134574.5,1
563280.5,134574.5,1
563270.5,134529.5,1
504890.5,134524.5,1
571495.5,134504.5,1
569695.5,134484.5,1
570065.5,134469.5,1
570860.5,134439.5,1
564580.5,134419.5,1
577145.5,134419.5,1
572200.5,134404.5,1
570355.5,134399.5,1
577600.5,134399.5,1
564575.5,134384.5,1
570590.5,134374.5,1
577145.5,134359.5,1
563220.5,134349.5,1
570390.5,134344.5,1
572845.5,134344.5,1
569140.5,134339.5,1
570485.5,134339.5,1
576650.5,134334.5,1
574245.5,134324.5,1
570600.5,134309.5,1
574250.5,134299.5,1
563210.5,134294.5,1
570605.5,134294.5,1
564540.5,134289.5,1
563760.5,134284.5,1
575525.5,134279.5,1
572585.5,134274.5,1
570455.5,134259.5,1
575580.5,134259.5,1
570550.5,134249.5,1
574110.5,134244.5,1
569790.5,134239.5,1
563280.5,134229.5,1
571655.5,134229.5,1
570240.5,134224.5,1
571695.5,134219.5,1
574210.5,134194.5,1
571495.5,134184.5,1
575720.5,134184.5,1
568470.5,134179.5,1
568155.5,134174.5,1
573420.5,134174.5,1
568485.5,134169.5,1
568955.5,134164.5,1
573965.5,134149.5,1
574740.5,134139.5,1
578880.5,134139.5,1
579515.5,134139.5,1
579825.5,134134.5,1
574905.5,134114.5,1
574820.5,134099.5,1
580620.5,134099.5,1
573785.5,134094.5,1
575090.5,134094.5,1
575150.5,134094.5,1
569650.5,134089.5,1
569705.5,134089.5,1
574710.5,134089.5,1
576085.5,134089.5,1
574085.5,134084.5,1
567835.5,134069.5,1
567870.5,134054.5,1
574785.5,134054.5,1
575415.5,134044.5,1
571995.5,134039.5,1
568130.5,134034.5,1
570665.5,134034.5,1
570185.5,134024.5,1
568180.5,134004.5,1
567825.5,133999.5,1
569335.5,133999.5,1
567785.5,133994.5,1
570430.5,133994.5,1
572305.5,133964.5,1
574845.5,133959.5,1
570445.5,133954.5,1
572370.5,133949.5,1
567845.5,133929.5,1
567895.5,133929.5,1
571325.5,133929.5,1
575650.5,133929.5,1
575785.5,133924.5,1
575890.5,133919.5,1
576700.5,133894.5,1
563890.5,133884.5,1
579040.5,133849.5,1
567480.5,133844.5,1
578225.5,133839.5,1
575200.5,133829.5,1
573235.5,133824.5,1
579350.5,133819.5,1
568020.5,133814.5,1
572820.5,133814.5,1
567740.5,133809.5,1
569615.5,133764.5,1
576985.5,133749.5,1
563790.5,133744.5,1
577100.5,133744.5,1
579220.5,133744.5,1
570750.5,133739.5,1
570890.5,133729.5,1
579255.5,133719.5,1
570480.5,133714.5,1
576530.5,133714.5,1
578420.5,133714.5,1
571115.5,133709.5,1
563590.5,133704.5,1
568430.5,133699.5,1
570630.5,133699.5,1
579425.5,133694.5,1
573180.5,133684.5,1
573740.5,133684.5,1
573870.5,133684.5,1
578395.5,133684.5,1
577155.5,133664.5,1
578255.5,133654.5,1
574095.5,133649.5,1
562870.5,133639.5,1
573425.5,133634.5,1
573950.5,133629.5,1
575010.5,133629.5,1
563470.5,133624.5,1
578580.5,133624.5,1
582160.5,133619.5,1
562850.5,133614.5,1
575300.5,133609.5,1
568350.5,133604.5,1
577280.5,133599.5,1
571460.5,133584.5,1
573275.5,133574.5,1
581985.5,133574.5,1
573305.5,133559.5,1
568940.5,133544.5,1
571480.5,133544.5,1
571485.5,133544.5,1
574145.5,133539.5,1
581855.5,133539.5,1
567555.5,133509.5,1
571450.5,133509.5,1
573400.5,133509.5,1
577460.5,133509.5,1
568040.5,133494.5,1
568050.5,133494.5,1
579805.5,133489.5,1
568055.5,133484.5,1
562635.5,133479.5,1
574295.5,133469.5,1
574600.5,133469.5,1
576140.5,133464.5,1
578895.5,133464.5,1
562510.5,133459.5,1
581595.5,133459.5,1
573585.5,133454.5,1
581415.5,133434.5,1
562740.5,133429.5,1
573575.5,133429.5,1
581300.5,133419.5,1
581360.5,133419.5,1
577590.5,133414.5,1
567915.5,133404.5,1
573380.5,133394.5,1
571870.5,133389.5,1
571935.5,133389.5,1
581165.5,133384.5,1
581250.5,133384.5,1
570125.5,133374.5,1
571440.5,133374.5,1
581050.5,133364.5,1
575455.5,133359.5,1
575585.5,133349.5,1
563775.5,133339.5,1
571255.5,133334.5,1
576085.5,133329.5,1
580915.5,133329.5,1
562985.5,133314.5,1
567655.5,133314.5,1
580875.5,133314.5,1
567450.5,133309.5,1
567485.5,133309.5,1
571805.5,133299.5,1
567450.5,133294.5,1
562720.5,133289.5,1
562945.5,133269.5,1
567385.5,133264.5,1
571590.5,133264.5,1
578860.5,133259.5,1
579090.5,133254.5,1
571320.5,133244.5,1
575670.5,133244.5,1
573495.5,133234.5,1
573465.5,133219.5,1
578605.5,133214.5,1
573440.5,133209.5,1
579050.5,133209.5,1
569000.5,133199.5,1
579095.5,133199.5,1
569895.5,133194.5,1
571775.5,133189.5,1
563670.5,133184.5,1
578855.5,133184.5,1
580310.5,133184.5,1
562975.5,133179.5,1
578810.5,133174.5,1
575510.5,133164.5,1
566915.5,133159.5,1
571365.5,133154.5,1
571935.5,133154.5,1
580470.5,133149.5,1
580425.5,133144.5,1
563060.5,133139.5,1
574095.5,133139.5,1
567325.5,133114.5,1
566220.5,133104.5,1
569565.5,133104.5,1
567855.5,133099.5,1
569425.5,133099.5,1
579905.5,133099.5,1
567950.5,133089.5,1
575540.5,133089.5,1
566395.5,133079.5,1
566800.5,133069.5,1
571635.5,133069.5,1
569830.5,133054.5,1
563185.5,133039.5,1
567285.5,133024.5,1
567285.5,133019.5,1
563115.5,133014.5,1
566985.5,133014.5,1
563175.5,133009.5,1
571800.5,132989.5,1
563070.5,132979.5,1
567600.5,132939.5,1
578895.5,132939.5,1
563220.5,132909.5,1
563350.5,132909.5,1
569850.5,132904.5,1
563495.5,132899.5,1
566140.5,132899.5,1
569850.5,132899.5,1
577425.5,132859.5,1
579345.5,132859.5,1
567475.5,132854.5,1
577400.5,132849.5,1
567455.5,132834.5,1
574130.5,132829.5,1
567590.5,132824.5,1
569370.5,132814.5,1
563505.5,132784.5,1
563520.5,132784.5,1
567240.5,132784.5,1
579045.5,132784.5,1
567465.5,132779.5,1
502475.5,132769.5,1
567375.5,132769.5,1
571410.5,132769.5,1
567615.5,132764.5,1
567385.5,132759.5,1
563165.5,132754.5,1
566800.5,132754.5,1
579530.5,132754.5,1
563145.5,132744.5,1
567245.5,132739.5,1
577560.5,132734.5,1
567175.5,132724.5,1
567810.5,132724.5,1
569335.5,132724.5,1
566800.5,132719.5,1
571435.5,132719.5,1
577490.5,132704.5,1
569825.5,132684.5,1
575465.5,132679.5,1
566930.5,132674.5,1
575375.5,132664.5,1
567770.5,132654.5,1
579070.5,132654.5,1
563465.5,132644.5,1
569285.5,132634.5,1
569810.5,132634.5,1
563595.5,132629.5,1
566885.5,132624.5,1
566675.5,132614.5,1
567275.5,132589.5,1
566605.5,132574.5,1
567420.5,132574.5,1
563460.5,132554.5,1
569760.5,132554.5,1
563185.5,132529.5,1
567270.5,132529.5,1
578150.5,132529.5,1
563170.5,132519.5,1
566520.5,132519.5,1
566860.5,132514.5,1
563585.5,132509.5,1
566190.5,132509.5,1
566765.5,132509.5,1
567175.5,132504.5,1
569745.5,132504.5,1
571565.5,132504.5,1
567170.5,132489.5,1
566480.5,132484.5,1
567045.5,132484.5,1
566905.5,132479.5,1
579040.5,132479.5,1
566750.5,132474.5,1
563165.5,132469.5,1
567295.5,132454.5,1
565775.5,132429.5,1
563550.5,132414.5,1
567130.5,132409.5,1
569720.5,132404.5,1
569170.5,132399.5,1
567165.5,132394.5,1
566950.5,132384.5,1
566645.5,132369.5,1
578200.5,132354.5,1
563550.5,132309.5,1
565910.5,132289.5,1
569730.5,132274.5,1
566745.5,132264.5,1
565850.5,132259.5,1
563590.5,132234.5,1
566440.5,132209.5,1
578140.5,132209.5,1
563600.5,132194.5,1
569615.5,132179.5,1
567105.5,132164.5,1
577715.5,132164.5,1
563665.5,132144.5,1
565820.5,132139.5,1
567140.5,132104.5,1
567500.5,132104.5,1
563690.5,132099.5,1
567135.5,132094.5,1
566000.5,132069.5,1
566930.5,132024.5,1
566460.5,132009.5,1
566760.5,132004.5,1
578305.5,132004.5,1
578935.5,131999.5,1
566970.5,131989.5,1
578310.5,131989.5,1
566980.5,131984.5,1
568740.5,131949.5,1
578345.5,131944.5,1
578355.5,131944.5,1
563610.5,131929.5,1
569470.5,131919.5,1
563580.5,131904.5,1
565680.5,131864.5,1
569220.5,131839.5,1
569215.5,131834.5,1
567035.5,131744.5,1
567060.5,131739.5,1
567025.5,131734.5,1
568280.5,131734.5,1
562415.5,131729.5,1
566295.5,131729.5,1
568245.5,131729.5,1
567105.5,131709.5,1
567060.5,131704.5,1
568360.5,131704.5,1
564495.5,131689.5,1
564455.5,131669.5,1
578635.5,131654.5,1
562540.5,131649.5,1
563615.5,131629.5,1
563475.5,131574.5,1
577495.5,131494.5,1
567910.5,131459.5,1
567900.5,131434.5,1
563510.5,131359.5,1
569030.5,131339.5,1
567820.5,131319.5,1
562880.5,131304.5,1
562875.5,131284.5,1
569095.5,131284.5,1
567780.5,131239.5,1
569205.5,131224.5,1
568590.5,131194.5,1
568580.5,131184.5,1
576265.5,131169.5,1
567745.5,131144.5,1
577250.5,131129.5,1
567700.5,131114.5,1
563090.5,131074.5,1
563050.5,131049.5,1
577215.5,131039.5,1
567600.5,131019.5,1
575970.5,131014.5,1
576460.5,130979.5,1
567415.5,130974.5,1
566260.5,130939.5,1
576520.5,130919.5,1
577115.5,130864.5,1
575805.5,130819.5,1
567195.5,130789.5,1
567170.5,130764.5,1
571740.5,130744.5,1
571820.5,130739.5,1
571630.5,130719.5,1
571755.5,130699.5,1
571625.5,130664.5,1
567005.5,130624.5,1
572270.5,130594.5,1
567965.5,130584.5,1
568670.5,130559.5,1
564180.5,130549.5,1
566880.5,130549.5,1
572210.5,130544.5,1
566845.5,130529.5,1
568540.5,130504.5,1
568370.5,130499.5,1
563920.5,130494.5,1
568435.5,130494.5,1
566785.5,130489.5,1
563765.5,130464.5,1
572110.5,130454.5,1
571965.5,130429.5,1
564340.5,130424.5,1
567705.5,130409.5,1
571955.5,130389.5,1
565865.5,130369.5,1
571780.5,130344.5,1
575960.5,130339.5,1
568710.5,130324.5,1
575945.5,130309.5,1
564565.5,130304.5,1
571785.5,130304.5,1
563565.5,130299.5,1
566500.5,130299.5,1
564035.5,130294.5,1
572190.5,130284.5,1
564495.5,130279.5,1
572045.5,130264.5,1
572030.5,130259.5,1
563635.5,130249.5,1
571755.5,130249.5,1
572090.5,130249.5,1
572065.5,130244.5,1
566405.5,130239.5,1
572065.5,130234.5,1
576065.5,130209.5,1
568500.5,130134.5,1
565555.5,130124.5,1
571195.5,130109.5,1
564115.5,130104.5,1
564140.5,130099.5,1
564005.5,130079.5,1
565480.5,130079.5,1
568240.5,130074.5,1
568260.5,130069.5,1
564120.5,130059.5,1
567170.5,130054.5,1
567185.5,130054.5,1
567195.5,130054.5,1
567100.5,130049.5,1
571130.5,130049.5,1
564675.5,130039.5,1
568235.5,130039.5,1
568245.5,130039.5,1
568235.5,130034.5,1
568290.5,130024.5,1
564225.5,129939.5,1
565850.5,129924.5,1
565090.5,129899.5,1
565070.5,129889.5,1
571375.5,129884.5,1
564160.5,129879.5,1
566870.5,129879.5,1
565015.5,129859.5,1
565290.5,129789.5,1
564715.5,129784.5,1
566755.5,129764.5,1
568180.5,129759.5,1
571080.5,129744.5,1
565035.5,129689.5,1
564695.5,129679.5,1
571620.5,129634.5,1
567985.5,129624.5,1
571220.5,129619.5,1
566470.5,129574.5,1
570075.5,129564.5,1
567880.5,129549.5,1
575250.5,129484.5,1
564785.5,129464.5,1
564755.5,129459.5,1
571490.5,129424.5,1
566415.5,129409.5,1
571750.5,129399.5,1
564715.5,129389.5,1
